pt,en
em alguns casos tiveram mesmo como consequência retirar ou promover o protagonismo de umas instituições relativamente a outras,in some cases they even had the consequence of removing or promoting the protagonism of some institutions in relation to others
"a criação da escola politécnica de lisboa e da academia politécnica do porto, afastando nessa altura o monopólio do ensino superior à universidade de coimbra","the creation of the lisbon polytechnic school and the porto polytechnic academy, at that time removing the monopoly of higher education from the university of coimbra"
os responsáveis do atual governo têm mostrado interesse em fazer algumas alterações,those responsible for the current government have shown interest in making some changes
"de uma forma pouco clara, mostrando mesmo alguma desorientação","in an unclear way, even showing some disorientation"
não descartando a hipótese dos politécnicos desenvolverem projetos de investigação científica e tecnológica,not ruling out the possibility of polytechnics developing scientific and technological research projects
"pretendem que se fomente e desenvolva o ensino profissionalizante, através dos cursos superiores profissionais de curta duração (tesp´s)",They aim to promote and develop vocational education through short-term professional higher education courses (tesp's)
exigindo de forma categórica ao seu corpo docente uma adaptação a este nível de ensino,categorically demanding that its teaching staff adapt to this level of education
"as exigências que hoje se impõe na modernização do país, tendo como corolário o acompanhando da evolução europeia","the demands that are imposed today in the modernization of the country, having as a corollary the accompanying of the European evolution"
"as instituições politécnicas deviam ser reforçadas na missão para os quais foram criadas, dando a possibilidade, àquelas que têm condições, de terem alunos de doutoramento nas suas instituições","polytechnic institutions should be reinforced in the mission for which they were created, giving those who are able to have doctoral students in their institutions the possibility"
tão desejada modernidade do país,much desired modernity of the country
garantir o aumento da qualificação da população portuguesa,guarantee the increase in the qualifications of the Portuguese population
o que tem acontecido é que a grande maioria dos professores do esp estão ligados a centros de investigação,what has happened is that the vast majority of esp professors are linked to research centers
o estatuto da carreira docente veio aproximar os dois sistemas de ensino,the statute of the teaching career brought the two education systems closer together
"desencorajando, de forma quase natural, os professores do ensino politécnico a desenvolverem a sua atividade fora da instituição",almost naturally discouraging polytechnic teachers from developing their activity outside the institution
"recentemente têm ocorrido uma sucessão de reformas que influenciaram efetivamente o percurso das instituições de ensino superior, em particular as instituições do ensino superior politécnico (esp)","Recently, there have been a succession of reforms that have effectively influenced the course of higher education institutions, in particular polytechnic higher education institutions (esp)"
